2013-01-11 14:58:30	LOGIN SUCCESS	6060
2013-01-11 14:58:44	PING from server	6060
2013-01-11 14:58:54	PING from server	6060
2013-01-11 14:59:03	LOGIN FAIL	6006
2013-01-11 14:59:04	PING from server	6060
2013-01-11 14:59:08	LOGIN SUCCESS	6006
2013-01-11 14:59:13	LOGOUT SUCCESS	6006

2013-01-11 14:59:14	PING from server	6060
2013-01-11 14:59:16	LOGOUT SUCCESS	6060

2013-01-11 15:02:08	LOGIN SUCCESS	6006
2013-01-11 15:02:21	DISCONNECT SERVER(interupt)	6060

2013-01-11 15:02:22	PING from server	6006
2013-01-11 15:02:32	PING from server	6006
2013-01-11 15:02:42	PING from server	6006
2013-01-11 15:02:45	LOGOUT SUCCESS	6006

2013-01-11 15:02:50	LOGIN SUCCESS	6060
2013-01-11 15:03:05	PING from server	6060
2013-01-11 15:03:15	PING from server	6060
2013-01-11 15:03:25	PING from server	6060
2013-01-11 15:03:35	PING from server	6060
2013-01-11 15:03:45	PING from server	6060
2013-01-11 15:03:55	PING from server	6060
2013-01-11 15:04:05	PING from server	6060
2013-01-11 15:04:15	PING from server	6060
2013-01-11 15:04:25	PING from server	6060
2013-01-11 15:04:35	PING from server	6060
2013-01-11 15:04:45	PING from server	6060
2013-01-11 15:04:55	PING from server	6060
2013-01-11 15:05:05	PING from server	6060
2013-01-11 15:05:14	DISCONNECT SERVER(interupt)	6010

2013-01-11 15:05:15	PING from server	6060
2013-01-11 15:05:25	PING from server	6060
2013-01-11 15:05:35	PING from server	6060
2013-01-11 15:05:45	PING from server	6060
2013-01-11 15:05:46	DISCONNECT SERVER(interupt)	6010

2013-01-11 15:05:50	LOGOUT SUCCESS	6060

2013-01-11 15:07:09	LOGIN SUCCESS	6010
2013-01-11 15:07:24	PING from server	6010
2013-01-11 15:07:34	PING from server	6010
2013-01-11 15:07:44	PING from server	6010
2013-01-11 15:07:54	PING from server	6010
2013-01-11 15:08:04	PING from server	6010
2013-01-11 15:08:14	PING from server	6010
2013-01-11 15:08:24	PING from server	6010
2013-01-11 15:08:34	PING from server	6010
2013-01-11 15:08:44	PING from server	6010
2013-01-11 15:08:54	PING from server	6010
2013-01-11 15:09:04	PING from server	6010
2013-01-11 15:09:14	PING from server	6010
2013-01-11 15:09:24	PING from server	6010
2013-01-11 15:09:34	PING from server	6010
2013-01-11 15:09:44	PING from server	6010
2013-01-11 15:09:54	PING from server	6010
2013-01-11 15:10:04	PING from server	6010
2013-01-11 15:10:14	PING from server	6010
2013-01-11 15:10:24	PING from server	6010
2013-01-11 15:10:34	PING from server	6010
2013-01-11 15:10:44	PING from server	6010
2013-01-11 15:10:54	PING from server	6010
2013-01-11 15:11:04	PING from server	6010
2013-01-11 15:11:14	PING from server	6010
2013-01-11 15:11:24	PING from server	6010
2013-01-11 15:11:34	PING from server	6010
2013-01-11 15:11:44	PING from server	6010
2013-01-11 15:11:54	PING from server	6010
2013-01-11 15:12:04	PING from server	6010
2013-01-11 15:12:14	PING from server	6010
2013-01-11 15:12:24	PING from server	6010
2013-01-11 15:12:34	PING from server	6010
2013-01-11 15:12:44	PING from server	6010
2013-01-11 15:12:54	PING from server	6010
2013-01-11 15:13:04	PING from server	6010
2013-01-11 15:13:14	PING from server	6010
2013-01-11 15:13:24	PING from server	6010
2013-01-11 15:13:34	PING from server	6010
2013-01-11 15:13:44	PING from server	6010
2013-01-11 15:13:54	PING from server	6010
2013-01-11 15:14:04	PING from server	6010
2013-01-11 15:14:14	PING from server	6010
2013-01-11 15:14:24	PING from server	6010
2013-01-11 15:14:34	PING from server	6010
2013-01-11 15:14:44	PING from server	6010
2013-01-11 15:14:54	PING from server	6010
2013-01-11 15:15:04	PING from server	6010
2013-01-11 15:15:14	PING from server	6010
2013-01-11 15:15:24	PING from server	6010
2013-01-11 15:15:34	PING from server	6010
2013-01-11 15:15:44	PING from server	6010
2013-01-11 15:15:54	PING from server	6010
2013-01-11 15:16:04	PING from server	6010
2013-01-11 15:16:14	PING from server	6010
2013-01-11 15:16:24	PING from server	6010
2013-01-11 15:16:34	PING from server	6010
2013-01-11 15:16:44	PING from server	6010
2013-01-11 15:16:54	PING from server	6010
2013-01-11 15:17:04	PING from server	6010
2013-01-11 15:17:14	PING from server	6010
2013-01-11 15:17:24	PING from server	6010
2013-01-11 15:17:34	PING from server	6010
2013-01-11 15:17:44	PING from server	6010
2013-01-11 15:17:54	PING from server	6010
2013-01-11 15:18:04	PING from server	6010
2013-01-11 15:18:14	PING from server	6010
2013-01-11 15:18:24	PING from server	6010
2013-01-11 15:18:34	PING from server	6010
2013-01-11 15:18:44	PING from server	6010
2013-01-11 15:18:54	PING from server	6010
2013-01-11 15:19:04	PING from server	6010
2013-01-11 15:19:14	PING from server	6010
2013-01-11 15:19:24	PING from server	6010
2013-01-11 15:19:34	PING from server	6010
2013-01-11 15:19:44	PING from server	6010
2013-01-11 15:19:54	PING from server	6010
2013-01-11 15:20:04	PING from server	6010
2013-01-11 15:20:14	PING from server	6010
2013-01-11 15:20:24	PING from server	6010
2013-01-11 15:20:34	PING from server	6010
2013-01-11 15:20:44	PING from server	6010
2013-01-11 15:20:54	PING from server	6010
2013-01-11 15:21:04	PING from server	6010
2013-01-11 15:21:14	PING from server	6010
2013-01-11 15:21:24	PING from server	6010
2013-01-11 15:21:34	PING from server	6010
2013-01-11 15:21:44	PING from server	6010
2013-01-11 15:21:54	PING from server	6010
2013-01-11 15:22:04	PING from server	6010
2013-01-11 15:22:14	PING from server	6010
2013-01-11 15:22:24	PING from server	6010
2013-01-11 15:22:34	PING from server	6010
2013-01-11 15:22:44	PING from server	6010
2013-01-11 15:22:54	PING from server	6010
2013-01-11 15:23:04	PING from server	6010
2013-01-11 15:23:14	PING from server	6010
2013-01-11 15:23:24	PING from server	6010
2013-01-11 15:23:34	PING from server	6010
2013-01-11 15:23:44	PING from server	6010
2013-01-11 15:23:54	PING from server	6010
2013-01-11 15:24:04	PING from server	6010
2013-01-11 15:24:14	PING from server	6010
2013-01-11 15:24:24	PING from server	6010
2013-01-11 15:24:34	PING from server	6010
2013-01-11 15:24:44	PING from server	6010
2013-01-11 15:24:54	PING from server	6010
2013-01-11 15:25:04	PING from server	6010
2013-01-11 15:25:14	PING from server	6010
2013-01-11 15:25:24	PING from server	6010
2013-01-11 15:25:34	PING from server	6010
2013-01-11 15:25:44	PING from server	6010
2013-01-11 15:25:54	PING from server	6010
2013-01-11 15:26:04	PING from server	6010
2013-01-11 15:26:14	PING from server	6010
2013-01-11 15:26:24	PING from server	6010
2013-01-11 15:26:34	PING from server	6010
2013-01-11 15:26:44	PING from server	6010
2013-01-11 15:26:54	PING from server	6010
2013-01-11 15:27:04	PING from server	6010
2013-01-11 15:27:14	PING from server	6010
2013-01-11 15:27:24	PING from server	6010
2013-01-11 15:27:34	PING from server	6010
2013-01-11 15:27:44	PING from server	6010
2013-01-11 15:27:52	DISCONNECT SERVER - Server interrupt	6010

2013-01-11 15:33:18	LOGIN SUCCESS	6060
2013-01-11 15:33:30	LOGOUT SUCCESS	6060

2013-01-11 15:36:41	LOGIN SUCCESS	6060
2013-01-11 15:36:45	LOGOUT SUCCESS	6060

2013-01-11 15:40:11	LOGIN SUCCESS	6060
2013-01-11 15:40:23	LOGOUT SUCCESS	6060

2013-01-11 15:41:38	LOGIN SUCCESS	6060
2013-01-11 15:41:49	LOGOUT SUCCESS	6060

2013-01-11 15:46:03	LOGIN SUCCESS	6060
2013-01-11 15:46:15	LOGOUT SUCCESS	6060

2013-01-11 15:47:35	LOGIN SUCCESS	6060
2013-01-11 15:47:37	PAUSE SUCCESS	6060
2013-01-11 15:47:50	PING from server	6060
2013-01-11 15:47:54	UNPAUSE SUCCESS	6060
2013-01-11 15:47:57	LOGOUT SUCCESS	6060

2013-01-11 16:23:44	LOGIN SUCCESS	6060
2013-01-11 16:23:58	PING from server	6060
2013-01-11 16:24:08	PING from server	6060
